datetime_scraped,event_url
2022-06-13 18:14:00.363107,http://www.ufcstats.com/event-details/e8c170a64dc920ac
2022-06-13 18:14:00.379539,http://www.ufcstats.com/event-details/d41937647eae9a34
2022-06-13 18:14:00.420675,http://www.ufcstats.com/event-details/56f4b81ec4db61af
2022-06-13 18:14:00.428598,http://www.ufcstats.com/event-details/c6e6926a81adcd00
2022-06-13 18:14:00.434000,http://www.ufcstats.com/event-details/738acab0c6934dd8
2022-06-13 18:14:00.457873,http://www.ufcstats.com/event-details/601cf40c09090853
2022-06-13 18:14:00.462569,http://www.ufcstats.com/event-details/4679a38cced7c64a
2022-06-13 18:14:00.468476,http://www.ufcstats.com/event-details/09c44b317c98bf96
2022-06-13 18:14:00.489392,http://www.ufcstats.com/event-details/f1b2a4365799c48b
2022-06-13 18:14:00.494676,http://www.ufcstats.com/event-details/83c6c3e0f8bde8ee
2022-06-13 18:14:00.506286,http://www.ufcstats.com/event-details/6291ac0a3726732f
2022-06-13 18:14:00.529569,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
2022-06-13 18:14:00.537129,http://www.ufcstats.com/event-details/aa79d5399571068e
2022-06-13 18:14:00.554275,http://www.ufcstats.com/event-details/030f08370fd1c2bb
2022-06-13 18:14:00.556098,http://www.ufcstats.com/event-details/3c241737a6069b9f
2022-06-13 18:14:00.561377,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
2022-06-13 18:14:00.588813,http://www.ufcstats.com/event-details/e0b74df14f52cd15
2022-06-13 18:14:00.605505,http://www.ufcstats.com/event-details/8fd1f27e86661ede
2022-06-13 18:14:00.607231,http://www.ufcstats.com/event-details/7865707fd684d77b
2022-06-13 18:14:00.628751,http://www.ufcstats.com/event-details/5330fe7e4c3af81c
2022-06-13 18:14:00.630845,http://www.ufcstats.com/event-details/ebc5af72ad5a28cb
2022-06-13 18:14:00.641383,http://www.ufcstats.com/event-details/cf1a88371c8cb690
2022-06-13 18:14:00.658576,http://www.ufcstats.com/event-details/e5c38954c006f15c
2022-06-13 18:14:00.668251,http://www.ufcstats.com/event-details/980b4e712489098e
2022-06-13 18:14:00.693847,http://www.ufcstats.com/event-details/b23fca14c7b79935
2022-06-13 18:14:00.708119,http://www.ufcstats.com/event-details/df5a77121ba84a5d
2022-06-13 18:14:00.712905,http://www.ufcstats.com/event-details/43612456979e5d5e
2022-06-13 18:14:00.736118,http://www.ufcstats.com/event-details/eae4aec1a5a8ff01
2022-06-13 18:14:00.739816,http://www.ufcstats.com/event-details/35dc6220b113b7ec
2022-06-13 18:14:00.740579,http://www.ufcstats.com/event-details/60884f31ead1609c
2022-06-13 18:14:00.748740,http://www.ufcstats.com/event-details/5d7c18191b8aa432
2022-06-13 18:14:00.763812,http://www.ufcstats.com/event-details/28f3c2258a1d8874
2022-06-13 18:14:00.780541,http://www.ufcstats.com/event-details/9a967e8e43dcef63
2022-06-13 18:14:00.800061,http://www.ufcstats.com/event-details/ee457ef1e1c326c1
2022-06-13 18:14:00.811414,http://www.ufcstats.com/event-details/480b702debcb5433
2022-06-13 18:14:00.840183,http://www.ufcstats.com/event-details/30a09e43f15f1d75
2022-06-13 18:14:00.843457,http://www.ufcstats.com/event-details/e5c9de15bb58b1c6
2022-06-13 18:14:00.848740,http://www.ufcstats.com/event-details/83d0de122f2f9664
2022-06-13 18:14:00.849735,http://www.ufcstats.com/event-details/a8d521d913df4e31
2022-06-13 18:14:00.871395,http://www.ufcstats.com/event-details/fc31f896cde2bc2e
2022-06-13 18:14:00.879502,http://www.ufcstats.com/event-details/51b0bb73a1da34bc
2022-06-13 18:14:00.891690,http://www.ufcstats.com/event-details/a26198ba5093147e
2022-06-13 18:14:00.897331,http://www.ufcstats.com/event-details/3138fab619faf4d1
2022-06-13 18:14:00.932212,http://www.ufcstats.com/event-details/d632d156c0549e07
2022-06-13 18:14:00.934537,http://www.ufcstats.com/event-details/179f1948dc234f1f
2022-06-13 18:14:00.947385,http://www.ufcstats.com/event-details/d5f820c11a121050
2022-06-13 18:14:00.948565,http://www.ufcstats.com/event-details/ebc1f40e00e0c481
2022-06-13 18:14:00.957094,http://www.ufcstats.com/event-details/f9f07bb5a43535ed
2022-06-13 18:14:00.962512,http://www.ufcstats.com/event-details/a421465acbe59c77
2022-06-13 18:14:00.992322,http://www.ufcstats.com/event-details/579fcdfcabd23a7b
2022-06-13 18:14:00.993086,http://www.ufcstats.com/event-details/4f2fcbefb668689d
2022-06-13 18:14:01.026795,http://www.ufcstats.com/event-details/b757c73f443d4fca
2022-06-13 18:14:01.029390,http://www.ufcstats.com/event-details/9ca265dfe8323db3
2022-06-13 18:14:01.038519,http://www.ufcstats.com/event-details/1fcfc3709fe58151
2022-06-13 18:14:01.055199,http://www.ufcstats.com/event-details/59aaf2730b84698a
2022-06-13 18:14:01.074461,http://www.ufcstats.com/event-details/5b5307450405abf0
2022-06-13 18:14:01.075546,http://www.ufcstats.com/event-details/c0ed7b208197e8de
2022-06-13 18:14:01.116158,http://www.ufcstats.com/event-details/53adf5b845d91e4a
2022-06-13 18:14:01.118838,http://www.ufcstats.com/event-details/ac9521250dc1a14c
2022-06-13 18:14:01.134408,http://www.ufcstats.com/event-details/79ded75550efc139
2022-06-13 18:14:01.146222,http://www.ufcstats.com/event-details/1c5879330d42255f
2022-06-13 18:14:01.147301,http://www.ufcstats.com/event-details/073eee4e62f0d988
2022-06-13 18:14:01.150788,http://www.ufcstats.com/event-details/fd7acf42bd6e7e95
2022-06-13 18:14:01.155246,http://www.ufcstats.com/event-details/05fbfe628658c538
2022-06-13 18:14:01.156827,http://www.ufcstats.com/event-details/770b9d4813c25902
2022-06-13 18:14:01.189319,http://www.ufcstats.com/event-details/269d103c96a4c3a5
2022-06-13 18:14:01.197037,http://www.ufcstats.com/event-details/063649e21bc9d6d5
2022-06-13 18:14:01.229842,http://www.ufcstats.com/event-details/9bcfb40dbcd50568
2022-06-13 18:14:01.231070,http://www.ufcstats.com/event-details/a71feb7ea7592a71
2022-06-13 18:14:01.252075,http://www.ufcstats.com/event-details/2dea80c069847321
2022-06-13 18:14:01.256342,http://www.ufcstats.com/event-details/3bb030257966b022
2022-06-13 18:14:01.286479,http://www.ufcstats.com/event-details/0313bf497de9c470
2022-06-13 18:14:01.287547,http://www.ufcstats.com/event-details/8dc4f34c1f50d00d
2022-06-13 18:14:01.295910,http://www.ufcstats.com/event-details/53f02bbc41d99432
2022-06-13 18:14:01.303433,http://www.ufcstats.com/event-details/371a1c91b24dec2b
2022-06-13 18:14:01.322002,http://www.ufcstats.com/event-details/59851163aaf1aed8
2022-06-13 18:14:01.331674,http://www.ufcstats.com/event-details/6ca68b636fbc1f18
2022-06-13 18:14:01.349583,http://www.ufcstats.com/event-details/dfdd0c5dd0d4bc23
2022-06-13 18:14:01.350385,http://www.ufcstats.com/event-details/155a02a8b4311057
2022-06-13 18:14:01.411130,http://www.ufcstats.com/event-details/222d6b547de2e035
2022-06-13 18:14:01.548402,http://www.ufcstats.com/event-details/d4a12dfa4067742f
2022-06-13 18:14:01.593392,http://www.ufcstats.com/event-details/f9aa6376ae16bfb4
2022-06-13 18:14:01.623453,http://www.ufcstats.com/event-details/706404da0775dcbc
2022-06-13 18:14:01.637410,http://www.ufcstats.com/event-details/f9c7fe2682af3802
